material_id,material_name,category_id,supplier_id,unit,price,country,price_status,normalized_name,duplicate_status,category_status
MAT0201,Ammonium Hydroxide Premium Material 0201,CAT002,SUP014,KG,1801.88,Germany,Valid,ammonium hydroxide premium material 0201,Unique,Valid
MAT0202,Formaldehyde Industrial Material 0202,CAT007,SUP007,TON,2098.36,Germany,Valid,formaldehyde industrial material 0202,Unique,Valid
MAT0203,Sodium Carbonate B Material 0203,CAT010,SUP267,L,3442.31,United States,Valid,sodium carbonate b material 0203,Unique,Valid
MAT0204,Hydrogen Peroxide Industrial Material 0204,CAT005,SUP138,BOX,772.38,United States,Valid,hydrogen peroxide industrial material 0204,Unique,Valid
MAT0205,Ethylene Glycol Industrial Material 0205,CAT007,SUP154,BOX,3924.2,United Kingdom,Valid,ethylene glycol industrial material 0205,Unique,Valid
MAT0206,Sodium Chloride B Material 0206,CAT008,SUP305,DRUM,1017.96,Germany,Valid,sodium chloride b material 0206,Unique,Valid
MAT0207,Hydrogen Peroxide Industrial Material 0207,CAT001,SUP486,BOX,1694.48,Belgium,Valid,hydrogen peroxide industrial material 0207,Unique,Valid
MAT0208,Xylene Industrial Material 0208,CAT008,SUP172,BOX,4086.6,Belgium,Valid,xylene industrial material 0208,Unique,Valid
MAT0209,Hydrogen Peroxide Industrial Material 0209,CAT006,SUP309,L,2421.1,United States,Valid,hydrogen peroxide industrial material 0209,Unique,Valid
MAT0210,Xylene Industrial Material 0210,CAT005,SUP377,BOX,4840.43,Singapore,Valid,xylene industrial material 0210,Unique,Valid
MAT0211,Isopropyl Alcohol Premium Material 0211,CAT005,SUP419,BOX,1856.83,Belgium,Valid,isopropyl alcohol premium material 0211,Unique,Valid
MAT0212,Sulfuric Acid B Material 0212,CAT009,SUP014,BOX,4717.73,Singapore,Valid,sulfuric acid b material 0212,Unique,Valid
MAT0213,Propylene Glycol Industrial Material 0213,CAT002,SUP420,BOX,3381.24,United States,Valid,propylene glycol industrial material 0213,Unique,Valid
MAT0214,Calcium Carbonate B Material 0214,CAT005,SUP338,L,3590.42,France,Valid,calcium carbonate b material 0214,Unique,Valid
MAT0215,Acetone Premium Material 0215,CAT010,SUP246,DRUM,2033.99,Switzerland,Valid,acetone premium material 0215,Unique,Valid
MAT0216,Ethylene Glycol A Material 0216,CAT006,SUP360,DRUM,2989.41,Germany,Valid,ethylene glycol a material 0216,Unique,Valid
MAT0217,Methanol B Material 0217,CAT006,SUP086,DRUM,269.27,France,Valid,methanol b material 0217,Unique,Valid
MAT0218,Isopropyl Alcohol Premium Material 0218,CAT002,SUP006,KG,1330.75,Switzerland,Valid,isopropyl alcohol premium material 0218,Unique,Valid
MAT0219,Ammonium Hydroxide B Material 0219,CAT008,SUP192,BOX,2342.16,Belgium,Valid,ammonium hydroxide b material 0219,Unique,Valid
MAT0220,Ammonium Hydroxide B Material 0220,CAT006,SUP013,BOX,567.52,France,Valid,ammonium hydroxide b material 0220,Unique,Valid
MAT0221,Acetone A Material 0221,CAT003,SUP179,TON,1748.18,Singapore,Valid,acetone a material 0221,Unique,Valid
MAT0222,Ammonium Hydroxide Premium Material 0222,CAT006,SUP244,KG,,Netherlands,Missing - Review Required,ammonium hydroxide premium material 0222,Unique,Valid
MAT0223,Isopropyl Alcohol A Material 0223,CAT005,SUP023,KG,161.8,United Kingdom,Valid,isopropyl alcohol a material 0223,Unique,Valid
MAT0224,Methanol B Material 0224,CAT004,SUP265,L,2781.96,United Kingdom,Valid,methanol b material 0224,Unique,Valid
MAT0225,Sodium Carbonate Premium Material 0225,CAT008,SUP119,BOX,3167.31,United States,Valid,sodium carbonate premium material 0225,Unique,Valid
MAT0226,Ethylene Glycol Premium Material 0226,CAT001,SUP378,DRUM,4421.33,Netherlands,Valid,ethylene glycol premium material 0226,Unique,Valid
MAT0227,Acetic Acid Premium Material 0227,CAT007,SUP003,L,1068.63,Germany,Valid,acetic acid premium material 0227,Unique,Valid
MAT0228,Acetic Acid A Material 0228,CAT009,SUP096,TON,1663.63,Netherlands,Valid,acetic acid a material 0228,Unique,Valid
MAT0229,Methanol Industrial Material 0229,CAT008,SUP271,TON,3005.01,Belgium,Valid,methanol industrial material 0229,Unique,Valid
MAT0230,Xylene A Material 0230,CAT006,SUP181,BOX,3105.95,Japan,Valid,xylene a material 0230,Unique,Valid
MAT0231,Formaldehyde A Material 0231,CAT003,SUP161,KG,1230.93,Germany,Valid,formaldehyde a material 0231,Unique,Valid
MAT0232,Citric Acid Industrial Material 0232,CAT003,SUP262,BOX,2120.28,United States,Valid,citric acid industrial material 0232,Unique,Valid
MAT0233,Acetic Acid Premium Material 0233,CAT007,SUP096,BOX,3195.73,United States,Valid,acetic acid premium material 0233,Unique,Valid
MAT0234,Sodium Carbonate B Material 0234,CAT008,SUP148,L,976.14,Netherlands,Valid,sodium carbonate b material 0234,Unique,Valid
MAT0235,Formaldehyde A Material 0235,CAT006,SUP488,KG,2448.81,Singapore,Valid,formaldehyde a material 0235,Unique,Valid
MAT0236,Xylene Premium Material 0236,CAT007,SUP351,BOX,2107.37,Netherlands,Valid,xylene premium material 0236,Unique,Valid
MAT0237,Glycerol B Material 0237,CAT002,SUP290,KG,3989.61,Singapore,Valid,glycerol b material 0237,Unique,Valid
MAT0238,Calcium Carbonate A Material 0238,CAT005,SUP116,DRUM,1478.92,Netherlands,Valid,calcium carbonate a material 0238,Unique,Valid
MAT0239,Acetic Acid Premium Material 0239,CAT009,SUP262,KG,2884.93,Japan,Valid,acetic acid premium material 0239,Unique,Valid
MAT0240,Sodium Carbonate Industrial Material 0240,CAT009,SUP422,KG,3812.02,Netherlands,Valid,sodium carbonate industrial material 0240,Unique,Valid
MAT0241,Sodium Carbonate B Material 0241,CAT007,SUP053,L,1523.66,India,Valid,sodium carbonate b material 0241,Unique,Valid
MAT0242,Propylene Glycol Industrial Material 0242,CAT006,SUP442,KG,2223.4,Germany,Valid,propylene glycol industrial material 0242,Unique,Valid
MAT0243,Hydrochloric Acid B Material 0243,CAT010,SUP353,TON,4312.19,Belgium,Valid,hydrochloric acid b material 0243,Unique,Valid
MAT0244,Ethylene Glycol B Material 0244,CAT010,SUP072,L,4076.97,India,Valid,ethylene glycol b material 0244,Unique,Valid
MAT0245,Acetic Acid Industrial Material 0245,CAT009,SUP144,DRUM,2716.9,United Kingdom,Valid,acetic acid industrial material 0245,Unique,Valid
MAT0246,Calcium Carbonate Industrial Material 0246,CAT010,SUP137,DRUM,4928.17,Germany,Valid,calcium carbonate industrial material 0246,Unique,Valid
MAT0247,Hydrogen Peroxide Premium Material 0247,CAT001,SUP142,L,3522.06,United States,Valid,hydrogen peroxide premium material 0247,Unique,Valid
MAT0248,Hydrochloric Acid B Material 0248,CAT006,SUP425,L,3819.29,France,Valid,hydrochloric acid b material 0248,Unique,Valid
MAT0249,Glycerol B Material 0249,CAT010,SUP324,TON,3157.67,France,Valid,glycerol b material 0249,Unique,Valid
MAT0250,Propylene Glycol A Material 0250,CAT002,SUP207,DRUM,3761.52,United Kingdom,Valid,propylene glycol a material 0250,Unique,Valid
MAT0251,Propylene Glycol Premium Material 0251,CAT006,SUP298,KG,4351.09,Germany,Valid,propylene glycol premium material 0251,Unique,Valid
MAT0252,Propylene Glycol Industrial Material 0252,CAT002,SUP408,DRUM,2018.69,France,Valid,propylene glycol industrial material 0252,Unique,Valid
MAT0253,Sulfuric Acid Premium Material 0253,CAT005,SUP166,TON,1721.89,Belgium,Valid,sulfuric acid premium material 0253,Unique,Valid
MAT0254,Hydrogen Peroxide Premium Material 0254,CAT006,SUP458,KG,277.42,Netherlands,Valid,hydrogen peroxide premium material 0254,Unique,Valid
MAT0255,Sodium Hydroxide A Material 0255,CAT003,SUP226,BOX,53.35,France,Valid,sodium hydroxide a material 0255,Unique,Valid
MAT0256,Sulfuric Acid B Material 0256,CAT005,SUP082,TON,512.03,United Kingdom,Valid,sulfuric acid b material 0256,Potential Duplicate - Review,Valid
MAT0257,Sodium Chloride A Material 0257,CAT006,SUP341,L,306.35,Japan,Valid,sodium chloride a material 0257,Unique,Valid
MAT0258,Hydrochloric Acid Premium Material 0258,CAT002,SUP361,KG,55.38,Netherlands,Valid,hydrochloric acid premium material 0258,Unique,Valid
MAT0259,Acetone B Material 0259,CAT010,SUP116,DRUM,3415.91,India,Valid,acetone b material 0259,Unique,Valid
MAT0260,Sodium Hydroxide Industrial Material 0260,CAT002,SUP441,BOX,3485.45,Netherlands,Valid,sodium hydroxide industrial material 0260,Unique,Valid
MAT0261,Acetone B Material 0261,CAT007,SUP046,KG,560.85,United Kingdom,Valid,acetone b material 0261,Unique,Valid
MAT0262,Calcium Carbonate B Material 0262,CAT007,SUP397,L,3225.8,United States,Valid,calcium carbonate b material 0262,Unique,Valid
MAT0263,Acetone A Material 0263,CAT010,SUP333,L,2228.49,Singapore,Valid,acetone a material 0263,Unique,Valid
MAT0264,Hydrogen Peroxide Premium Material 0264,CAT010,SUP352,BOX,4306.81,Germany,Valid,hydrogen peroxide premium material 0264,Unique,Valid
MAT0265,Methanol B Material 0265,CAT002,SUP302,BOX,1790.1,France,Valid,methanol b material 0265,Unique,Valid
MAT0266,Isopropyl Alcohol B Material 0266,CAT004,SUP142,KG,1278.43,Belgium,Valid,isopropyl alcohol b material 0266,Unique,Valid
MAT0267,Formaldehyde Industrial Material 0267,CAT001,SUP435,TON,1066.96,Belgium,Valid,formaldehyde industrial material 0267,Unique,Valid
MAT0268,Ammonium Hydroxide B Material 0268,CAT007,SUP152,KG,3929.82,Singapore,Valid,ammonium hydroxide b material 0268,Unique,Valid
MAT0269,Glycerol Premium Material 0269,CAT002,SUP124,BOX,3208.51,Germany,Valid,glycerol premium material 0269,Unique,Valid
MAT0270,Ammonium Hydroxide A Material 0270,CAT006,SUP479,TON,703.32,Belgium,Valid,ammonium hydroxide a material 0270,Unique,Valid
MAT0271,Ethylene Glycol Industrial Material 0271,CAT009,SUP350,L,3825.49,Germany,Valid,ethylene glycol industrial material 0271,Unique,Valid
MAT0272,Sodium Hydroxide A Material 0272,CAT001,SUP135,L,247.14,India,Valid,sodium hydroxide a material 0272,Unique,Valid
MAT0273,Xylene Industrial Material 0273,CAT009,SUP393,BOX,2146.7,France,Valid,xylene industrial material 0273,Unique,Valid
MAT0274,Acetone B Material 0274,CAT005,SUP043,TON,441.16,Singapore,Valid,acetone b material 0274,Unique,Valid
MAT0275,Hydrogen Peroxide Industrial Material 0275,CAT007,SUP301,KG,1585.34,France,Valid,hydrogen peroxide industrial material 0275,Unique,Valid
MAT0276,Hydrochloric Acid A Material 0276,CAT004,SUP045,BOX,624.13,Belgium,Valid,hydrochloric acid a material 0276,Unique,Valid
MAT0277,Formaldehyde A Material 0277,CAT005,SUP342,L,641.24,United States,Valid,formaldehyde a material 0277,Unique,Valid
MAT0278,Sodium Hydroxide B Material 0278,CAT008,SUP488,TON,2638.88,Japan,Valid,sodium hydroxide b material 0278,Unique,Valid
MAT0279,Citric Acid Industrial Material 0279,CAT003,SUP384,TON,3678.03,Germany,Valid,citric acid industrial material 0279,Unique,Valid
MAT0280,Sodium Hydroxide Industrial Material 0280,CAT007,SUP140,DRUM,366.17,Belgium,Valid,sodium hydroxide industrial material 0280,Unique,Valid
MAT0281,Acetone Premium Material 0281,CAT008,SUP262,TON,324.42,Belgium,Valid,acetone premium material 0281,Unique,Valid
MAT0282,Citric Acid Industrial Material 0282,CAT003,SUP131,KG,4476.63,Germany,Valid,citric acid industrial material 0282,Unique,Valid
MAT0283,Hydrochloric Acid A Material 0283,CAT001,SUP440,KG,1260.53,Netherlands,Valid,hydrochloric acid a material 0283,Unique,Valid
MAT0284,Toluene Premium Material 0284,CAT003,SUP092,KG,2786.68,France,Valid,toluene premium material 0284,Unique,Valid
MAT0285,Hydrochloric Acid Industrial Material 0285,CAT004,SUP214,TON,1392.73,Germany,Valid,hydrochloric acid industrial material 0285,Unique,Valid
MAT0286,Acetic Acid Industrial Material 0286,CAT002,SUP258,KG,937.75,Switzerland,Valid,acetic acid industrial material 0286,Unique,Valid
MAT0287,Ethanol Premium Material 0287,CAT002,SUP450,BOX,4336.86,Japan,Valid,ethanol premium material 0287,Unique,Valid
MAT0288,Isopropyl Alcohol A Material 0288,CAT009,SUP234,KG,1876.15,Japan,Valid,isopropyl alcohol a material 0288,Unique,Valid
MAT0289,Acetic Acid Industrial Material 0289,CAT010,SUP125,BOX,1872.95,Netherlands,Valid,acetic acid industrial material 0289,Unique,Valid
MAT0290,Sulfuric Acid B Material 0290,CAT003,SUP004,BOX,168.36,Switzerland,Valid,sulfuric acid b material 0290,Unique,Valid
MAT0291,Toluene A Material 0291,CAT006,SUP001,BOX,4252.58,Japan,Valid,toluene a material 0291,Unique,Valid
MAT0292,Methanol B Material 0292,CAT009,SUP122,BOX,2485.54,India,Valid,methanol b material 0292,Unique,Valid
MAT0293,Hydrogen Peroxide Industrial Material 0293,CAT002,SUP023,L,4491.57,Switzerland,Valid,hydrogen peroxide industrial material 0293,Unique,Valid
MAT0294,Ethylene Glycol Industrial Material 0294,CAT008,SUP499,KG,2924.81,Switzerland,Valid,ethylene glycol industrial material 0294,Unique,Valid
MAT0295,Hydrogen Peroxide Premium Material 0295,CAT002,SUP304,DRUM,358.3,United States,Valid,hydrogen peroxide premium material 0295,Unique,Valid
MAT0296,Hydrochloric Acid Industrial Material 0296,CAT005,SUP436,TON,4633.91,France,Valid,hydrochloric acid industrial material 0296,Unique,Valid
MAT0297,Isopropyl Alcohol Industrial Material 0297,CAT008,SUP140,L,419.7,Singapore,Valid,isopropyl alcohol industrial material 0297,Unique,Valid
MAT0298,Hydrogen Peroxide A Material 0298,CAT003,SUP055,L,,United Kingdom,Missing - Review Required,hydrogen peroxide a material 0298,Unique,Valid
MAT0299,Ethylene Glycol A Material 0299,CAT009,SUP184,L,2286.99,Netherlands,Valid,ethylene glycol a material 0299,Unique,Valid
MAT0300,Sodium Chloride A Material 0300,CAT002,SUP081,TON,4140.61,Belgium,Valid,sodium chloride a material 0300,Unique,Valid
MAT0301,Ethanol B Material 0301,CAT006,SUP076,KG,3570.23,United Kingdom,Valid,ethanol b material 0301,Unique,Valid
MAT0302,Xylene A Material 0302,CAT005,SUP134,L,203.86,France,Valid,xylene a material 0302,Unique,Valid
MAT0303,Propylene Glycol B Material 0303,CAT002,SUP237,KG,-213.0,United States,Invalid - Review Required,propylene glycol b material 0303,Unique,Valid
MAT0304,Methanol A Material 0304,CAT001,SUP426,L,697.04,France,Valid,methanol a material 0304,Unique,Valid
MAT0305,Toluene A Material 0305,CAT010,SUP301,TON,4591.27,Germany,Valid,toluene a material 0305,Unique,Valid
MAT0306,Sodium Hydroxide A Material 0306,CAT004,SUP463,BOX,4056.03,Germany,Valid,sodium hydroxide a material 0306,Unique,Valid
MAT0307,Isopropyl Alcohol A Material 0307,CAT001,SUP483,BOX,300.66,Belgium,Valid,isopropyl alcohol a material 0307,Unique,Valid
MAT0308,Ethylene Glycol Premium Material 0308,CAT008,SUP016,BOX,3431.9,United States,Valid,ethylene glycol premium material 0308,Unique,Valid
MAT0309,Toluene B Material 0309,CAT003,SUP141,TON,2257.76,United States,Valid,toluene b material 0309,Unique,Valid
MAT0310,Ethanol B Material 0310,CAT005,SUP256,BOX,4419.75,Netherlands,Valid,ethanol b material 0310,Unique,Valid
MAT0311,Ethanol A Material 0311,CAT005,SUP197,L,2125.21,Switzerland,Valid,ethanol a material 0311,Unique,Valid
MAT0312,Hydrochloric Acid A Material 0312,CAT007,SUP401,TON,2424.44,Netherlands,Valid,hydrochloric acid a material 0312,Unique,Valid
MAT0313,Toluene Industrial Material 0313,CAT007,SUP139,L,179.01,Belgium,Valid,toluene industrial material 0313,Unique,Valid
MAT0314,Hydrochloric Acid A Material 0314,CAT005,SUP030,BOX,2670.69,Belgium,Valid,hydrochloric acid a material 0314,Unique,Valid
MAT0315,Hydrochloric Acid B Material 0315,CAT002,SUP127,L,1369.31,India,Valid,hydrochloric acid b material 0315,Unique,Valid
MAT0316,Hydrochloric Acid Premium Material 0316,CAT006,SUP479,L,921.7,Belgium,Valid,hydrochloric acid premium material 0316,Unique,Valid
MAT0317,Isopropyl Alcohol Industrial Material 0317,CAT010,SUP015,TON,4740.42,Belgium,Valid,isopropyl alcohol industrial material 0317,Unique,Valid
MAT0318,Hydrogen Peroxide B Material 0318,CAT008,SUP278,TON,919.01,India,Valid,hydrogen peroxide b material 0318,Unique,Valid
MAT0319,Acetone A Material 0319,CAT004,SUP309,L,148.64,Netherlands,Valid,acetone a material 0319,Unique,Valid
MAT0320,Sodium Hydroxide Industrial Material 0320,CAT010,SUP104,L,1736.76,United States,Valid,sodium hydroxide industrial material 0320,Unique,Valid
MAT0321,Isopropyl Alcohol A Material 0321,CAT001,SUP076,DRUM,3538.25,United States,Valid,isopropyl alcohol a material 0321,Unique,Valid
MAT0322,Methanol Industrial Material 0322,CAT002,SUP192,BOX,2950.78,United Kingdom,Valid,methanol industrial material 0322,Unique,Valid
MAT0323,Calcium Carbonate Industrial Material 0323,CAT003,SUP500,L,3675.14,France,Valid,calcium carbonate industrial material 0323,Unique,Valid
MAT0324,Glycerol Industrial Material 0324,CAT003,SUP363,DRUM,3483.12,Belgium,Valid,glycerol industrial material 0324,Unique,Valid
MAT0325,Toluene B Material 0325,CAT010,SUP418,L,1923.0,Japan,Valid,toluene b material 0325,Unique,Valid
MAT0326,Hydrogen Peroxide B Material 0326,CAT001,SUP486,DRUM,1988.43,Belgium,Valid,hydrogen peroxide b material 0326,Unique,Valid
MAT0327,Ethanol B Material 0327,CAT010,SUP163,DRUM,1143.43,Belgium,Valid,ethanol b material 0327,Unique,Valid
MAT0328,Methanol Premium Material 0328,CAT003,SUP170,KG,1228.08,United Kingdom,Valid,methanol premium material 0328,Unique,Valid
MAT0329,Citric Acid A Material 0329,CAT006,SUP229,KG,1362.8,Singapore,Valid,citric acid a material 0329,Unique,Valid
MAT0330,Acetone Industrial Material 0330,CAT005,SUP403,KG,3616.05,India,Valid,acetone industrial material 0330,Unique,Valid
MAT0331,Xylene Premium Material 0331,CAT007,SUP497,L,4428.53,Netherlands,Valid,xylene premium material 0331,Unique,Valid
MAT0332,Xylene Industrial Material 0332,CAT009,SUP193,KG,4152.59,Belgium,Valid,xylene industrial material 0332,Unique,Valid
MAT0333,Hydrochloric Acid B Material 0333,CAT008,SUP038,KG,1509.8,United Kingdom,Valid,hydrochloric acid b material 0333,Unique,Valid
MAT0334,Sodium Chloride A Material 0334,CAT002,SUP176,L,4445.26,United States,Valid,sodium chloride a material 0334,Unique,Valid
MAT0335,Acetone A Material 0335,CAT006,SUP305,DRUM,4471.47,India,Valid,acetone a material 0335,Unique,Valid
MAT0336,Ethylene Glycol B Material 0336,CAT010,SUP456,BOX,827.66,Germany,Valid,ethylene glycol b material 0336,Unique,Valid
MAT0337,Isopropyl Alcohol B Material 0337,CAT004,SUP210,DRUM,3624.09,Switzerland,Valid,isopropyl alcohol b material 0337,Unique,Valid
MAT0338,Sodium Chloride Industrial Material 0338,CAT005,SUP122,KG,295.7,Belgium,Valid,sodium chloride industrial material 0338,Unique,Valid
MAT0339,Sodium Carbonate Premium Material 0339,CAT003,SUP028,TON,68.89,Germany,Valid,sodium carbonate premium material 0339,Unique,Valid
MAT0340,Calcium Carbonate Premium Material 0340,CAT004,SUP050,KG,1074.42,Japan,Valid,calcium carbonate premium material 0340,Unique,Valid
MAT0341,Acetone Premium Material 0341,CAT002,SUP158,BOX,2381.18,Japan,Valid,acetone premium material 0341,Unique,Valid
MAT0342,Acetone Premium Material 0342,CAT003,SUP190,BOX,1878.54,Netherlands,Valid,acetone premium material 0342,Unique,Valid
MAT0343,Ethanol Industrial Material 0343,CAT008,SUP239,TON,1169.9,Japan,Valid,ethanol industrial material 0343,Unique,Valid
MAT0344,Acetic Acid A Material 0344,CAT003,SUP386,KG,474.25,United Kingdom,Valid,acetic acid a material 0344,Unique,Valid
MAT0345,Sodium Carbonate Premium Material 0345,CAT010,SUP117,DRUM,351.87,France,Valid,sodium carbonate premium material 0345,Unique,Valid
